mapres10,papres10,paeduc,maeduc,educ,degree,born,reg16,incom16,father_factor,mother_factor,high_school
32,25,12,12,13,high school,yes,east north central,average,Lower than Median,Lower than Median,0
21,35,8,12,14,high school,yes,east north central,average,Lower than Median,Lower than Median,0
38,50,12,16,13,high school,yes,east north central,above average,Above and Equal to Median,Lower than Median,0
33,39,14,12,12,high school,yes,east north central,average,Lower than Median,Lower than Median,0
29,49,16,12,16,bachelor's,yes,east north central,below average,Above and Equal to Median,Lower than Median,1
47,47,12,12,14,associate/junior college,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
48,32,12,12,12,high school,yes,west north central,average,Lower than Median,Above and Equal to Median,0
44,43,12,12,16,graduate,no,east north central,above average,Lower than Median,Above and Equal to Median,1
65,62,12,12,15,associate/junior college,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
72,32,8,11,12,high school,yes,west south central,average,Lower than Median,Above and Equal to Median,0
61,64,19,16,18,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
61,70,20,20,16,bachelor's,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
32,31,12,14,18,bachelor's,yes,west south central,above average,Lower than Median,Lower than Median,1
48,39,12,10,17,bachelor's,yes,west south central,below average,Lower than Median,Above and Equal to Median,1
31,56,12,4,17,bachelor's,yes,west south central,far below average,Above and Equal to Median,Lower than Median,1
38,72,16,16,20,graduate,yes,west south central,above average,Above and Equal to Median,Lower than Median,1
48,35,10,7,12,high school,yes,pacific,far below average,Lower than Median,Above and Equal to Median,0
69,74,16,14,14,associate/junior college,no,east south atlantic,far below average,Above and Equal to Median,Above and Equal to Median,1
60,46,12,18,16,bachelor's,yes,east south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
64,40,12,16,11,less than high school,yes,west south central,average,Lower than Median,Above and Equal to Median,0
33,24,12,12,16,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
45,40,16,16,16,bachelor's,yes,east south atlantic,average,Lower than Median,Above and Equal to Median,1
35,73,17,16,17,graduate,yes,south atlantic,above average,Above and Equal to Median,Lower than Median,1
69,39,16,16,15,high school,yes,pacific,above average,Lower than Median,Above and Equal to Median,0
50,38,14,12,16,bachelor's,yes,pacific,average,Lower than Median,Above and Equal to Median,1
35,35,12,15,18,graduate,yes,south atlantic,average,Lower than Median,Lower than Median,1
28,34,6,8,14,high school,yes,middle atlantic,average,Lower than Median,Lower than Median,0
47,69,20,12,18,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
48,70,17,12,14,high school,yes,east south atlantic,above average,Above and Equal to Median,Above and Equal to Median,0
64,73,18,18,15,associate/junior college,yes,west north central,above average,Above and Equal to Median,Above and Equal to Median,1
32,16,12,12,16,bachelor's,yes,pacific,below average,Lower than Median,Lower than Median,1
31,38,12,12,12,high school,yes,middle atlantic,below average,Lower than Median,Lower than Median,0
25,46,7,13,14,bachelor's,yes,south atlantic,average,Above and Equal to Median,Lower than Median,1
42,42,16,16,16,graduate,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,1
32,47,5,7,16,high school,yes,mountain,below average,Above and Equal to Median,Lower than Median,0
49,43,12,12,14,high school,yes,pacific,average,Lower than Median,Above and Equal to Median,0
64,41,17,11,15,high school,no,pacific,below average,Lower than Median,Above and Equal to Median,0
61,47,16,16,15,high school,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,0
31,46,0,16,12,high school,yes,east north central,far below average,Above and Equal to Median,Lower than Median,0
46,34,12,14,16,bachelor's,yes,east north central,below average,Lower than Median,Above and Equal to Median,1
45,45,12,12,16,bachelor's,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
47,58,12,12,20,graduate,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
18,41,14,12,14,associate/junior college,yes,south atlantic,average,Lower than Median,Lower than Median,1
40,48,16,16,16,bachelor's,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
47,50,16,14,16,high school,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,0
31,46,3,10,12,high school,yes,south atlantic,far below average,Above and Equal to Median,Lower than Median,0
46,28,12,12,14,associate/junior college,yes,new england,far below average,Lower than Median,Above and Equal to Median,1
25,28,8,12,12,high school,yes,new england,average,Lower than Median,Lower than Median,0
64,72,16,16,16,bachelor's,yes,pacific,far above average,Above and Equal to Median,Above and Equal to Median,1
31,40,8,12,12,high school,yes,mountain,average,Lower than Median,Lower than Median,0
36,64,14,12,16,bachelor's,yes,middle atlantic,far below average,Above and Equal to Median,Lower than Median,1
51,65,17,16,16,bachelor's,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
25,39,12,12,13,high school,yes,middle atlantic,below average,Lower than Median,Lower than Median,0
25,45,16,6,14,high school,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,0
31,40,12,11,12,high school,yes,middle atlantic,far below average,Lower than Median,Lower than Median,0
35,36,14,12,15,associate/junior college,yes,east north central,below average,Lower than Median,Lower than Median,1
28,65,16,16,16,graduate,yes,middle atlantic,average,Above and Equal to Median,Lower than Median,1
32,32,12,12,13,high school,yes,west north central,below average,Lower than Median,Lower than Median,0
42,50,16,12,16,bachelor's,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,1
31,36,16,7,12,high school,yes,new england,far below average,Lower than Median,Lower than Median,0
31,40,14,12,12,high school,yes,east north central,above average,Lower than Median,Lower than Median,0
47,35,8,12,14,associate/junior college,yes,east north central,below average,Lower than Median,Above and Equal to Median,1
28,36,12,12,16,bachelor's,no,pacific,average,Lower than Median,Lower than Median,1
25,22,8,8,12,high school,yes,mountain,average,Lower than Median,Lower than Median,0
28,35,12,12,13,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
48,64,16,12,16,bachelor's,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
36,38,13,16,12,high school,yes,south atlantic,below average,Lower than Median,Lower than Median,0
38,43,12,12,16,associate/junior college,yes,south atlantic,average,Lower than Median,Lower than Median,1
47,49,12,12,15,associate/junior college,yes,east south atlantic,far below average,Above and Equal to Median,Above and Equal to Median,1
32,35,12,14,12,high school,yes,east south atlantic,far below average,Lower than Median,Lower than Median,0
28,71,16,10,13,high school,yes,west south central,average,Above and Equal to Median,Lower than Median,0
45,73,17,15,16,bachelor's,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
55,36,12,14,18,bachelor's,yes,west north central,average,Lower than Median,Above and Equal to Median,1
21,31,12,13,16,bachelor's,yes,west north central,average,Lower than Median,Lower than Median,1
31,50,12,13,14,associate/junior college,yes,west north central,below average,Above and Equal to Median,Lower than Median,1
43,44,12,12,12,high school,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,0
38,45,14,12,19,bachelor's,yes,west north central,far below average,Above and Equal to Median,Lower than Median,1
61,22,10,12,17,bachelor's,yes,west south central,average,Lower than Median,Above and Equal to Median,1
35,35,12,12,12,high school,yes,south atlantic,average,Lower than Median,Lower than Median,0
47,75,16,16,18,graduate,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
49,53,17,15,12,high school,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
31,56,14,12,12,high school,yes,pacific,average,Above and Equal to Median,Lower than Median,0
69,25,12,17,12,high school,yes,south atlantic,average,Lower than Median,Above and Equal to Median,0
32,35,13,6,18,graduate,yes,west north central,below average,Lower than Median,Lower than Median,1
48,45,12,12,18,graduate,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
37,53,14,12,18,graduate,yes,east north central,average,Above and Equal to Median,Lower than Median,1
61,46,12,12,12,high school,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,0
25,26,9,12,6,less than high school,yes,west north central,far below average,Lower than Median,Lower than Median,0
31,48,13,12,14,bachelor's,yes,west north central,far above average,Above and Equal to Median,Lower than Median,1
55,36,3,16,12,high school,no,west south central,average,Lower than Median,Above and Equal to Median,0
25,25,10,7,20,graduate,no,pacific,far below average,Lower than Median,Lower than Median,1
80,80,20,20,16,bachelor's,no,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
46,71,20,12,16,bachelor's,yes,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
47,24,12,12,16,bachelor's,yes,middle atlantic,below average,Lower than Median,Above and Equal to Median,1
66,49,13,19,17,bachelor's,yes,east south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
27,46,16,16,17,bachelor's,yes,pacific,average,Above and Equal to Median,Lower than Median,1
74,73,17,17,19,graduate,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
38,31,10,12,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
25,50,16,14,14,high school,yes,east north central,above average,Above and Equal to Median,Lower than Median,0
64,39,14,16,18,associate/junior college,yes,east north central,above average,Lower than Median,Above and Equal to Median,1
47,60,18,12,16,graduate,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
41,35,12,12,9,less than high school,no,pacific,average,Lower than Median,Above and Equal to Median,0
59,72,16,12,14,high school,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,0
35,35,14,12,13,associate/junior college,yes,east south atlantic,far below average,Lower than Median,Lower than Median,1
16,37,12,12,12,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
25,44,11,10,12,high school,no,west south central,average,Above and Equal to Median,Lower than Median,0
31,28,12,12,16,high school,yes,west south central,far below average,Lower than Median,Lower than Median,0
25,35,10,11,12,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
47,28,12,12,12,high school,yes,pacific,above average,Lower than Median,Above and Equal to Median,0
25,40,6,7,15,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
64,69,12,12,16,bachelor's,yes,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
31,38,12,12,6,less than high school,yes,new england,average,Lower than Median,Lower than Median,0
